geoid,tvdma
56035,"Salt Lake City, UT - ID - WY DMA"
21069,"Lexington, KY DMA"
55019,"LaCrosse - Eau Claire, WI - MN DMA"
45091,"Charlotte, NC - SC DMA"
18001,"Ft. Wayne, IN - OH DMA"
22005,"Baton Rouge, LA - MS DMA"
42119,"Wilkes Barre - Scranton, PA DMA"
51041,"Richmond - Petersburg, VA DMA"
22001,"Lafayette, LA DMA"
42039,"Erie, PA DMA"
46123,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
19077,"Des Moines - Ames, IA - MO DMA"
19183,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
46111,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
40051,"Oklahoma City, OK DMA"
54039,"Charleston - Huntington, WV - KY - OH DMA"
55109,"Minneapolis - St. Paul, MN - WI DMA"
42121,"Pittsburgh, PA - MD- WV DMA"
39153,"Cleveland, OH DMA"
13127,"Jacksonville, FL - Brunswick, GA DMA"
48479,"Laredo, TX DMA"
37123,"Greensboro - H.Point - W.Salem, NC - VA DMA"
23003,"Presque Isle, ME DMA"
28065,"Jackson, MS DMA"
18175,"Louisville, KY - IN DMA"
48031,"Austin, TX DMA"
51025,"Richmond - Petersburg, VA DMA"
47045,"Memphis, TN - AR- MS - MO DMA"
47053,"Memphis, TN - AR- MS - MO DMA"
51149,"Richmond - Petersburg, VA DMA"
05075,"Jonesboro, AR - MO DMA"
38027,"Fargo - Valley City, ND - MN DMA"
53053,"Seattle - Tacoma, WA DMA"
16063,"Twin Falls, ID DMA"
42071,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
55057,"Madison, WI DMA"
47151,"Knoxville, TN - KY DMA"
46031,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
46053,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
37181,"Raleigh - Durham, NC - VA DMA"
21033,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
45011,"Augusta, GA - SC DMA"
47039,"Nashville, TN - KY DMA"
18009,"Indianapolis, IN DMA"
01055,"Birmingham, AL DMA"
16025,"Boise, ID - OR DMA"
20155,"Wichita - Hutchinson Plus, KS - NE DMA"
47119,"Nashville, TN - KY DMA"
56015,"Cheyenne - Scottsbluff - Sterling, WY - NE DMA"
55107,"LaCrosse - Eau Claire, WI - MN DMA"
55133,"Milwaukee, WI DMA"
21079,"Lexington, KY DMA"
25021,"Boston, MA - NH DMA"
18063,"Indianapolis, IN DMA"
17077,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
45043,"Charleston, SC DMA"
38041,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
49019,"Salt Lake City, UT - ID - WY DMA"
49045,"Salt Lake City, UT - ID - WY DMA"
51650,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
55011,"LaCrosse - Eau Claire, WI - MN DMA"
51069,"Washington, DC - MD - PA - VA - WV DMA"
54041,"Clarksburg - Weston, WV DMA"
27119,"Fargo - Valley City, ND - MN DMA"
27127,"Minneapolis - St. Paul, MN - WI DMA"
47047,"Memphis, TN - AR- MS - MO DMA"
22089,"New Orleans, LA - MS DMA"
05111,"Memphis, TN - AR- MS - MO DMA"
12045,"Panama City, FL DMA"
47063,"Knoxville, TN - KY DMA"
01021,"Birmingham, AL DMA"
48351,"Beaumont - Port Arthur, TX DMA"
48219,"Lubbock, TX DMA"
13009,"Macon, GA DMA"
37175,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
37171,"Greensboro - H.Point - W.Salem, NC - VA DMA"
01031,"Dothan, AL - GA DMA"
39149,"Dayton, OH - IN DMA"
16027,"Boise, ID - OR DMA"
30019,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
12073,"Tallahassee - Thomasville, FL - GA DMA"
40119,"Oklahoma City, OK DMA"
01039,"Montgomery, AL DMA"
18093,"Indianapolis, IN DMA"
20069,"Wichita - Hutchinson Plus, KS - NE DMA"
21045,"Lexington, KY DMA"
21169,"Bowling Green, KY DMA"
21207,"Lexington, KY DMA"
22011,"Lake Charles, LA DMA"
23025,"Bangor, ME DMA"
40025,"Amarillo, TX -NM - OK DMA"
21163,"Louisville, KY - IN DMA"
21179,"Louisville, KY - IN DMA"
21187,"Cincinnati, OH -IN - KY DMA"
29155,"Memphis, TN - AR- MS - MO DMA"
31125,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
55078,"Green Bay - Appleton, WI - MI DMA"
48365,"Shreveport, LA - AR - OK - TX DMA"
21011,"Lexington, KY DMA"
48001,"Dallas - Ft. Worth, TX DMA"
51033,"Richmond - Petersburg, VA DMA"
19167,"Sioux City, IA - NE - SD DMA"
06021,"Chico - Redding, CA DMA"
29510,"St. Louis, MO - IL DMA"
13111,"Chattanooga, TN - GA - NC DMA"
46051,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
46091,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
53067,"Seattle - Tacoma, WA DMA"
31107,"Sioux City, IA - NE - SD DMA"
35061,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
30079,"Glendive, MT DMA"
19005,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
48061,"Harlingen - Weslaco - Brownsville - McAllen, TX DMA"
48339,"Houston, TX DMA"
08071,"Colorado Springs - Pueblo, CO DMA"
48299,"Austin, TX DMA"
48319,"Austin, TX DMA"
37043,"Atlanta, GA - AL - NC DMA"
36071,"New York, NY - CT - NJ - PA DMA"
36093,"Albany - Schenectady - Troy, NY - MA - VT DMA"
54059,"Charleston - Huntington, WV - KY - OH DMA"
20197,"Topeka, KS DMA"
27055,"LaCrosse - Eau Claire, WI - MN DMA"
21181,"Lexington, KY DMA"
25023,"Boston, MA - NH DMA"
36005,"New York, NY - CT - NJ - PA DMA"
37055,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
39103,"Cleveland, OH DMA"
42005,"Pittsburgh, PA - MD- WV DMA"
34001,"Philadelphia, PA - DE - NJ DMA"
55071,"Green Bay - Appleton, WI - MI DMA"
55029,"Green Bay - Appleton, WI - MI DMA"
37047,"Wilmington, NC DMA"
39053,"Charleston - Huntington, WV - KY - OH DMA"
48441,"Abilene - Sweetwater, TX DMA"
51570,"Richmond - Petersburg, VA DMA"
39031,"Columbus, OH DMA"
31135,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
48205,"Amarillo, TX -NM - OK DMA"
08049,"Denver, CO - NE - NV - WY DMA"
48249,"Corpus Christi, TX DMA"
19189,"Rochester - Mason City - Austin, MN - IA DMA"
06079,"Santa Barbara - Santa Maria - San Luis Obispo, CA DMA"
01067,"Dothan, AL - GA DMA"
39175,"Toledo, OH - MI DMA"
48505,"Laredo, TX DMA"
13177,"Albany, GA DMA"
21019,"Charleston - Huntington, WV - KY - OH DMA"
27019,"Minneapolis - St. Paul, MN - WI DMA"
31037,"Omaha, NE - IA - MO DMA"
45025,"Charlotte, NC - SC DMA"
47101,"Nashville, TN - KY DMA"
41067,"Portland, OR - WA DMA"
51810,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
30057,"Butte - Bozeman, MT DMA"
51103,"Richmond - Petersburg, VA DMA"
29013,"Kansas City, MO - KS DMA"
33001,"Boston, MA - NH DMA"
51159,"Richmond - Petersburg, VA DMA"
02230,"Unmeasured, AK DMA"
02105,"Unmeasured, AK DMA"
53021,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
19093,"Sioux City, IA - NE - SD DMA"
20173,"Wichita - Hutchinson Plus, KS - NE DMA"
48453,"Austin, TX DMA"
12057,"Tampa - St. Petersburg - Sarasota, FL DMA"
34021,"Philadelphia, PA - DE - NJ DMA"
31023,"Omaha, NE - IA - MO DMA"
42129,"Pittsburgh, PA - MD- WV DMA"
12015,"Ft. Myers - Naples, FL DMA"
19029,"Omaha, NE - IA - MO DMA"
39107,"Dayton, OH - IN DMA"
21115,"Charleston - Huntington, WV - KY - OH DMA"
44003,"Providence, RI - New Bedford, MA DMA"
50025,"Boston, MA - NH DMA"
50019,"Burlington, VT - Plattsburgh, NY DMA"
20085,"Topeka, KS DMA"
22041,"Monroe - El Dorado, LA - AR DMA"
28155,"Columbus - Tupelo - West Point, MS - AL DMA"
25011,"Springfield - Holyoke, MA DMA"
31031,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
30001,"Butte - Bozeman, MT DMA"
29143,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
05057,"Shreveport, LA - AR - OK - TX DMA"
29029,"Springfield, MO - AR DMA"
51117,"Raleigh - Durham, NC - VA DMA"
21233,"Evansville, IN - IL - KY DMA"
40047,"Oklahoma City, OK DMA"
53059,"Portland, OR - WA DMA"
26091,"Toledo, OH - MI DMA"
13123,"Atlanta, GA - AL - NC DMA"
27135,"Fargo - Valley City, ND - MN DMA"
28089,"Jackson, MS DMA"
48227,"Odessa - Midland, TX DMA"
54099,"Charleston - Huntington, WV - KY - OH DMA"
