geoid,tvdma
37137,"Greenville - New Bern - Washington, NC DMA"
21083,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
42021,"Johnstown - Altoona, PA DMA"
47107,"Chattanooga, TN - GA - NC DMA"
26093,"Detroit, MI DMA"
08001,"Denver, CO - NE - NV - WY DMA"
42069,"Wilkes Barre - Scranton, PA DMA"
40123,"Sherman - Ada, OK - TX DMA"
40037,"Tulsa, OK - KS DMA"
48457,"Beaumont - Port Arthur, TX DMA"
47175,"Nashville, TN - KY DMA"
40125,"Oklahoma City, OK DMA"
09013,"Hartford & New Haven, CT DMA"
35053,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
13003,"Albany, GA DMA"
12031,"Jacksonville, FL - Brunswick, GA DMA"
48145,"Waco - Temple - Bryan, TX DMA"
05149,"Little Rock - Pine Bluff, AR DMA"
20033,"Wichita - Hutchinson Plus, KS - NE DMA"
21113,"Lexington, KY DMA"
21171,"Nashville, TN - KY DMA"
40075,"Oklahoma City, OK DMA"
46079,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
37033,"Greensboro - H.Point - W.Salem, NC - VA DMA"
48377,"Odessa - Midland, TX DMA"
39057,"Dayton, OH - IN DMA"
48489,"Harlingen - Weslaco - Brownsville - McAllen, TX DMA"
35028,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
02122,"Anchorage, AK DMA"
01003,"Mobile, AL - Pensacola, FL - MS DMA"
19007,"Des Moines - Ames, IA - MO DMA"
51127,"Richmond - Petersburg, VA DMA"
13263,"Columbus, GA - AL DMA"
36049,"Watertown, NY DMA"
54015,"Charleston - Huntington, WV - KY - OH DMA"
18077,"Louisville, KY - IN DMA"
51019,"Roanoke - Lynchburg, VA - WV DMA"
35033,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
31011,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
29149,"Springfield, MO - AR DMA"
47083,"Nashville, TN - KY DMA"
42131,"Wilkes Barre - Scranton, PA DMA"
37107,"Greenville - New Bern - Washington, NC DMA"
18167,"Terre Haute, IN - IL DMA"
18039,"South Bend - Elkhart, IN - MI DMA"
51077,"Greensboro - H.Point - W.Salem, NC - VA DMA"
48303,"Lubbock, TX DMA"
27093,"Minneapolis - St. Paul, MN - WI DMA"
39005,"Cleveland, OH DMA"
31119,"Sioux City, IA - NE - SD DMA"
12085,"West Palm Beach - Ft. Pierce, FL DMA"
08079,"Denver, CO - NE - NV - WY DMA"
13085,"Atlanta, GA - AL - NC DMA"
13167,"Macon, GA DMA"
05095,"Little Rock - Pine Bluff, AR DMA"
29059,"Springfield, MO - AR DMA"
51143,"Roanoke - Lynchburg, VA - WV DMA"
02068,"Fairbanks, AK DMA"
20145,"Wichita - Hutchinson Plus, KS - NE DMA"
20209,"Kansas City, MO - KS DMA"
12029,"Gainesville, FL DMA"
26157,"Flint - Saginaw - Bay City, MI DMA"
02240,"Fairbanks, AK DMA"
20065,"Wichita - Hutchinson Plus, KS - NE DMA"
22097,"Lafayette, LA DMA"
47055,"Nashville, TN - KY DMA"
39095,"Toledo, OH - MI DMA"
05093,"Memphis, TN - AR- MS - MO DMA"
18043,"Louisville, KY - IN DMA"
20129,"Amarillo, TX -NM - OK DMA"
21081,"Cincinnati, OH -IN - KY DMA"
21217,"Louisville, KY - IN DMA"
37075,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
54045,"Charleston - Huntington, WV - KY - OH DMA"
54073,"Parkersburg, WV - OH DMA"
51071,"Roanoke - Lynchburg, VA - WV DMA"
54019,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
53061,"Seattle - Tacoma, WA DMA"
35015,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
31117,"North Platte, NE DMA"
31145,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
31149,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
47085,"Nashville, TN - KY DMA"
17125,"Peoria - Bloomington, IL DMA"
51197,"Roanoke - Lynchburg, VA - WV DMA"
13303,"Macon, GA DMA"
53077,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
05143,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA"
48213,"Dallas - Ft. Worth, TX DMA"
55035,"LaCrosse - Eau Claire, WI - MN DMA"
47153,"Chattanooga, TN - GA - NC DMA"
48471,"Houston, TX DMA"
04005,"Phoenix, AZ DMA"
20191,"Wichita - Hutchinson Plus, KS - NE DMA"
26127,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
27065,"Minneapolis - St. Paul, MN - WI DMA"
39007,"Cleveland, OH DMA"
06003,"Reno, NV - CA DMA"
48167,"Houston, TX DMA"
01011,"Montgomery, AL DMA"
17105,"Peoria - Bloomington, IL DMA"
39135,"Dayton, OH - IN DMA"
39079,"Charleston - Huntington, WV - KY - OH DMA"
48201,"Houston, TX DMA"
25017,"Boston, MA - NH DMA"
48115,"Lubbock, TX DMA"
36069,"Rochester, NY DMA"
01001,"Montgomery, AL DMA"
20121,"Kansas City, MO - KS DMA"
13091,"Macon, GA DMA"
36023,"Syracuse, NY DMA*"
13039,"Jacksonville, FL - Brunswick, GA DMA"
26161,"Detroit, MI DMA"
18087,"South Bend - Elkhart, IN - MI DMA"
48371,"Odessa - Midland, TX DMA"
13225,"Macon, GA DMA"
13311,"Atlanta, GA - AL - NC DMA"
13163,"Augusta, GA - SC DMA"
55083,"Green Bay - Appleton, WI - MI DMA"
48347,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
44009,"Providence, RI - New Bedford, MA DMA"
53047,"Spokane, WA - ID - MT - OR DMA"
53063,"Spokane, WA - ID - MT - OR DMA"
55041,"Wausau - Rhinelander, WI DMA"
55113,"Duluth - Superior, MN - MI - WI DMA"
34017,"New York, NY - CT - NJ - PA DMA"
39151,"Cleveland, OH DMA"
48187,"San Antonio, TX DMA"
53029,"Seattle - Tacoma, WA DMA"
54037,"Washington, DC - MD - PA - VA - WV DMA"
51153,"Washington, DC - MD - PA - VA - WV DMA"
42029,"Philadelphia, PA - DE - NJ DMA"
54055,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
47145,"Knoxville, TN - KY DMA"
53009,"Seattle - Tacoma, WA DMA"
53065,"Spokane, WA - ID - MT - OR DMA"
19177,"Ottumwa - Kirksville, IA - MO DMA"
31073,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
28095,"Columbus - Tupelo - West Point, MS - AL DMA"
12033,"Mobile, AL - Pensacola, FL - MS DMA"
48439,"Dallas - Ft. Worth, TX DMA"
24033,"Washington, DC - MD - PA - VA - WV DMA"
51169,"Tri - Cities, TN - VA - KY DMA"
48239,"Houston, TX DMA"
40085,"Sherman - Ada, OK - TX DMA"
13289,"Macon, GA DMA"
39099,"Youngstown, OH - PA DMA"
01087,"Montgomery, AL DMA"
17191,"Evansville, IN - IL - KY DMA"
48437,"Amarillo, TX -NM - OK DMA"
29151,"Columbia - Jefferson City, MO DMA"
17089,"Chicago, IL - IN DMA"
06017,"Sacramento - Stockton - Modesto, CA DMA"
45055,"Columbia, SC DMA"
37073,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
08089,"Colorado Springs - Pueblo, CO DMA"
41019,"Eugene, OR DMA"
42089,"Wilkes Barre - Scranton, PA DMA"
05101,"Springfield, MO - AR DMA"
38019,"Fargo - Valley City, ND - MN DMA"
40103,"Oklahoma City, OK DMA"
20063,"Wichita - Hutchinson Plus, KS - NE DMA"
22077,"Baton Rouge, LA - MS DMA"
31067,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
01115,"Birmingham, AL DMA"
28123,"Jackson, MS DMA"
13095,"Albany, GA DMA"
18061,"Louisville, KY - IN DMA"
16017,"Spokane, WA - ID - MT - OR DMA"
13047,"Chattanooga, TN - GA - NC DMA"
22059,"Monroe - El Dorado, LA - AR DMA"
23027,"Bangor, ME DMA"
24027,"Baltimore, MD DMA"
49035,"Salt Lake City, UT - ID - WY DMA"
09003,"Hartford & New Haven, CT DMA"
09015,"Hartford & New Haven, CT DMA"
12087,"Miami - Ft. Lauderdale, FL DMA"
39157,"Cleveland, OH DMA"
36085,"New York, NY - CT - NJ - PA DMA"
39071,"Cincinnati, OH -IN - KY DMA"
27077,"Fargo - Valley City, ND - MN DMA"
16011,"Idaho Falls - Pocatello, ID - WY DMA"
45045,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
46085,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
55121,"LaCrosse - Eau Claire, WI - MN DMA"
06113,"Sacramento - Stockton - Modesto, CA DMA"
48431,"San Angelo, TX DMA"
48495,"Odessa - Midland, TX DMA"
46071,"Rapid City, SD - MT - NE - WY DMA"
49041,"Salt Lake City, UT - ID - WY DMA"
51036,"Richmond - Petersburg, VA DMA"
01023,"Meridian, MS - AL DMA"
18083,"Terre Haute, IN - IL DMA"
31047,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
20057,"Wichita - Hutchinson Plus, KS - NE DMA"
38105,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
38017,"Fargo - Valley City, ND - MN DMA"
17069,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
31005,"North Platte, NE DMA"
48163,"San Antonio, TX DMA"
19103,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
20133,"Joplin - Pittsburg, MO - KS - OK DMA"
21089,"Charleston - Huntington, WV - KY - OH DMA"
20107,"Kansas City, MO - KS DMA"
49017,"Salt Lake City, UT - ID - WY DMA"
32011,"Denver, CO - NE - NV - WY DMA"
31085,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
08095,"Denver, CO - NE - NV - WY DMA"
05013,"Little Rock - Pine Bluff, AR DMA"
02090,"Fairbanks, AK DMA"
21101,"Evansville, IN - IL - KY DMA"
28051,"Jackson, MS DMA"
28105,"Columbus - Tupelo - West Point, MS - AL DMA"
30027,"Great Falls, MT DMA"
24023,"Pittsburgh, PA - MD- WV DMA"
22119,"Shreveport, LA - AR - OK - TX DMA"
26059,"Lansing, MI DMA"
21141,"Nashville, TN - KY DMA"
46033,"Rapid City, SD - MT - NE - WY DMA"
33013,"Boston, MA - NH DMA"
42133,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
37161,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
46005,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
01043,"Birmingham, AL DMA"
13097,"Atlanta, GA - AL - NC DMA"
31097,"Omaha, NE - IA - MO DMA"
37187,"Greenville - New Bern - Washington, NC DMA"
46075,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
37007,"Charlotte, NC - SC DMA"
02100,"Unmeasured, AK DMA"
38007,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
31003,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
29073,"St. Louis, MO - IL DMA"
21031,"Bowling Green, KY DMA"
56005,"Denver, CO - NE - NV - WY DMA"
13211,"Atlanta, GA - AL - NC DMA"
05037,"Memphis, TN - AR- MS - MO DMA"
05107,"Memphis, TN - AR- MS - MO DMA"
22093,"New Orleans, LA - MS DMA"
06115,"Sacramento - Stockton - Modesto, CA DMA"
01117,"Birmingham, AL DMA"
08091,"Denver, CO - NE - NV - WY DMA"
35009,"Amarillo, TX -NM - OK DMA"
40149,"Oklahoma City, OK DMA"
37135,"Raleigh - Durham, NC - VA DMA"
18131,"South Bend - Elkhart, IN - MI DMA"
26019,"Traverse City - Cadillac, MI DMA"
36029,"Buffalo, NY - PA DMA"
24031,"Washington, DC - MD - PA - VA - WV DMA"
51685,"Washington, DC - MD - PA - VA - WV DMA"
51013,"Washington, DC - MD - PA - VA - WV DMA"
51035,"Roanoke - Lynchburg, VA - WV DMA"
29183,"St. Louis, MO - IL DMA"
06069,"Monterey - Salinas, CA DMA"
24035,"Baltimore, MD DMA"
20013,"Topeka, KS DMA"
13031,"Savannah, GA - SC DMA"
21071,"Charleston - Huntington, WV - KY - OH DMA"
30007,"Butte - Bozeman, MT DMA"
13309,"Macon, GA DMA"
37049,"Greenville - New Bern - Washington, NC DMA"
29087,"St. Joseph, MO - KS DMA"
48295,"Amarillo, TX -NM - OK DMA"
41009,"Portland, OR - WA DMA"
45041,"Florence - Myrtle Beach, SC - NC DMA"
38061,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
49053,"Salt Lake City, UT - ID - WY DMA"
30003,"Billings, MT - ID DMA"
42047,"Johnstown - Altoona, PA DMA"
31165,"Rapid City, SD - MT - NE - WY DMA"
28031,"Hattiesburg - Laurel, MS DMA"
18013,"Indianapolis, IN DMA"
18019,"Louisville, KY - IN DMA"
21021,"Lexington, KY DMA"
21065,"Lexington, KY DMA"
48087,"Amarillo, TX -NM - OK DMA"
48089,"Houston, TX DMA"
17063,"Chicago, IL - IN DMA"
27081,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
13109,"Savannah, GA - SC DMA"
48497,"Dallas - Ft. Worth, TX DMA"
02050,"Unmeasured, AK DMA"
13307,"Columbus, GA - AL DMA"
13169,"Macon, GA DMA"
13135,"Atlanta, GA - AL - NC DMA"
55095,"Minneapolis - St. Paul, MN - WI DMA"
55045,"Madison, WI DMA"
36079,"New York, NY - CT - NJ - PA DMA"
51700,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
08011,"Colorado Springs - Pueblo, CO DMA"
40065,"Wichita Falls & Lawton, TX - OK DMA"
30089,"Missoula, MT DMA"
48173,"Odessa - Midland, TX DMA"
05047,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA"
40093,"Oklahoma City, OK DMA"
47125,"Nashville, TN - KY DMA"
53051,"Spokane, WA - ID - MT - OR DMA"
38055,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
41027,"Portland, OR - WA DMA"
19197,"Des Moines - Ames, IA - MO DMA"
48419,"Shreveport, LA - AR - OK - TX DMA"
29055,"St. Louis, MO - IL DMA"
51017,"Roanoke - Lynchburg, VA - WV DMA"
27111,"Fargo - Valley City, ND - MN DMA"
22075,"New Orleans, LA - MS DMA"
28115,"Columbus - Tupelo - West Point, MS - AL DMA"
22067,"Monroe - El Dorado, LA - AR DMA"
21029,"Louisville, KY - IN DMA"
01047,"Montgomery, AL DMA"
48093,"Dallas - Ft. Worth, TX DMA"
30053,"Spokane, WA - ID - MT - OR DMA"
27021,"Minneapolis - St. Paul, MN - WI DMA"
08007,"Denver, CO - NE - NV - WY DMA"
28163,"Jackson, MS DMA"
55087,"Green Bay - Appleton, WI - MI DMA"
29107,"Kansas City, MO - KS DMA"
37195,"Raleigh - Durham, NC - VA DMA"
39117,"Columbus, OH DMA"
30039,"Missoula, MT DMA"
38031,"Fargo - Valley City, ND - MN DMA"
05033,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA"
48053,"Austin, TX DMA"
29186,"St. Louis, MO - IL DMA"
48179,"Amarillo, TX -NM - OK DMA"
17109,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
19137,"Omaha, NE - IA - MO DMA"
05067,"Little Rock - Pine Bluff, AR DMA"
48229,"El Paso, TX - NM DMA"
22079,"Alexandria, LA DMA"
31111,"North Platte, NE DMA"
48067,"Shreveport, LA - AR - OK - TX DMA"
47079,"Nashville, TN - KY DMA"
51840,"Washington, DC - MD - PA - VA - WV DMA"
37061,"Greenville - New Bern - Washington, NC DMA"
37087,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
27037,"Minneapolis - St. Paul, MN - WI DMA"
41025,"Portland, OR - WA DMA"
55001,"Wausau - Rhinelander, WI DMA"
29045,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
21015,"Cincinnati, OH -IN - KY DMA"
21229,"Louisville, KY - IN DMA"
22009,"Alexandria, LA DMA"
28137,"Memphis, TN - AR- MS - MO DMA"
29227,"St. Joseph, MO - KS DMA"
31163,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
46021,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
46063,"Rapid City, SD - MT - NE - WY DMA"
26057,"Flint - Saginaw - Bay City, MI DMA"
19175,"Des Moines - Ames, IA - MO DMA"
17127,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
31113,"North Platte, NE DMA"
31121,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
31161,"Rapid City, SD - MT - NE - WY DMA"
21039,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
56025,"Casper - Riverton, WY DMA"
13321,"Albany, GA DMA"
18109,"Indianapolis, IN DMA"
48139,"Dallas - Ft. Worth, TX DMA"
13229,"Jacksonville, FL - Brunswick, GA DMA"
18053,"Indianapolis, IN DMA"
12035,"Orlando - Daytona Beach - Melbourne, FL DMA"
28077,"Jackson, MS DMA"
22127,"Monroe - El Dorado, LA - AR DMA"
17073,"Davenport - Rock Island - Moline, IA - IL DMA"
41041,"Portland, OR - WA DMA"
23031,"Portland - Auburn, ME - NH - VT DMA"
46029,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
13231,"Atlanta, GA - AL - NC DMA"
13259,"Columbus, GA - AL DMA"
34025,"New York, NY - CT - NJ - PA DMA"
05021,"Jonesboro, AR - MO DMA"
05045,"Little Rock - Pine Bluff, AR DMA"
40041,"Tulsa, OK - KS DMA"
19107,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
17061,"St. Louis, MO - IL DMA"
27075,"Duluth - Superior, MN - MI - WI DMA"
13285,"Atlanta, GA - AL - NC DMA"
06023,"Eureka, CA DMA"
47043,"Nashville, TN - KY DMA"
27003,"Minneapolis - St. Paul, MN - WI DMA"
46009,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
47059,"Tri - Cities, TN - VA - KY DMA"
51183,"Richmond - Petersburg, VA DMA"
18141,"South Bend - Elkhart, IN - MI DMA"
38067,"Fargo - Valley City, ND - MN DMA"
46007,"Rapid City, SD - MT - NE - WY DMA"
22115,"Alexandria, LA DMA"
23019,"Bangor, ME DMA"
24041,"Baltimore, MD DMA"
13257,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
06065,"Palm Springs, CA DMA"
05005,"Springfield, MO - AR DMA"
28007,"Jackson, MS DMA"
19169,"Des Moines - Ames, IA - MO DMA"
20011,"Joplin - Pittsburg, MO - KS - OK DMA"
51049,"Richmond - Petersburg, VA DMA"
45085,"Columbia, SC DMA"
02164,"Unmeasured, AK DMA"
54109,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
06029,"Bakersfield, CA DMA"
48097,"Dallas - Ft. Worth, TX DMA"
45075,"Columbia, SC DMA"
55119,"Wausau - Rhinelander, WI DMA"
27099,"Rochester - Mason City - Austin, MN - IA DMA"
27101,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
44007,"Providence, RI - New Bedford, MA DMA"
29161,"Springfield, MO - AR DMA"
28117,"Columbus - Tupelo - West Point, MS - AL DMA"
21235,"Lexington, KY DMA"
18149,"South Bend - Elkhart, IN - MI DMA"
48491,"Austin, TX DMA"
19131,"Rochester - Mason City - Austin, MN - IA DMA"
13107,"Augusta, GA - SC DMA"
22025,"Monroe - El Dorado, LA - AR DMA"
42025,"Wilkes Barre - Scranton, PA DMA"
31133,"Omaha, NE - IA - MO DMA"
47171,"Tri - Cities, TN - VA - KY DMA"
45083,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
55073,"Wausau - Rhinelander, WI DMA"
32007,"Salt Lake City, UT - ID - WY DMA"
54007,"Charleston - Huntington, WV - KY - OH DMA"
26165,"Traverse City - Cadillac, MI DMA"
48079,"Lubbock, TX DMA"
42013,"Johnstown - Altoona, PA DMA"
29085,"Springfield, MO - AR DMA"
29009,"Springfield, MO - AR DMA"
27123,"Minneapolis - St. Paul, MN - WI DMA"
05081,"Shreveport, LA - AR - OK - TX DMA"
32019,"Reno, NV - CA DMA"
12071,"Ft. Myers - Naples, FL DMA"
41033,"Medford - Klamath Falls, OR - CA DMA"
28113,"Jackson, MS DMA"
47031,"Nashville, TN - KY DMA"
16059,"Idaho Falls - Pocatello, ID - WY DMA"
21183,"Evansville, IN - IL - KY DMA"
31153,"Omaha, NE - IA - MO DMA"
13071,"Albany, GA DMA"
27167,"Fargo - Valley City, ND - MN DMA"
17157,"St. Louis, MO - IL DMA"
23011,"Portland - Auburn, ME - NH - VT DMA"
51173,"Tri - Cities, TN - VA - KY DMA"
35041,"Amarillo, TX -NM - OK DMA"
42111,"Johnstown - Altoona, PA DMA"
51191,"Tri - Cities, TN - VA - KY DMA"
37081,"Greensboro - H.Point - W.Salem, NC - VA DMA"
16001,"Boise, ID - OR DMA"
40039,"Oklahoma City, OK DMA"
39101,"Columbus, OH DMA"
17149,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
17203,"Peoria - Bloomington, IL DMA"
13245,"Augusta, GA - SC DMA"
01107,"Birmingham, AL DMA"
40045,"Oklahoma City, OK DMA"
17145,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
19075,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
08107,"Denver, CO - NE - NV - WY DMA"
34035,"New York, NY - CT - NJ - PA DMA"
06011,"Sacramento - Stockton - Modesto, CA DMA"
17087,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
08053,"Denver, CO - NE - NV - WY DMA"
16031,"Twin Falls, ID DMA"
27059,"Minneapolis - St. Paul, MN - WI DMA"
42049,"Erie, PA DMA"
28029,"Jackson, MS DMA"
48467,"Dallas - Ft. Worth, TX DMA"
51161,"Roanoke - Lynchburg, VA - WV DMA"
51015,"Harrisonburg, VA - WV DMA"
02060,"Unmeasured, AK DMA"
49031,"Salt Lake City, UT - ID - WY DMA"
21161,"Cincinnati, OH -IN - KY DMA"
27009,"Minneapolis - St. Paul, MN - WI DMA"
48129,"Amarillo, TX -NM - OK DMA"
12005,"Panama City, FL DMA"
01077,"Huntsville - Decatur - Florence, AL - TN DMA"
18045,"Indianapolis, IN DMA"
17173,"Champaign - Springfield - Decatur, IL DMA"
17051,"St. Louis, MO - IL DMA"
39127,"Columbus, OH DMA"
51590,"Roanoke - Lynchburg, VA - WV DMA"
13011,"Atlanta, GA - AL - NC DMA"
13305,"Savannah, GA - SC DMA"
40109,"Oklahoma City, OK DMA"
40069,"Sherman - Ada, OK - TX DMA"
37099,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
49043,"Salt Lake City, UT - ID - WY DMA"
29167,"Springfield, MO - AR DMA"
32015,"Reno, NV - CA DMA"
19191,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
21023,"Cincinnati, OH -IN - KY DMA"
55037,"Marquette, MI DMA"
54087,"Charleston - Huntington, WV - KY - OH DMA"
27159,"Minneapolis - St. Paul, MN - WI DMA"
51670,"Richmond - Petersburg, VA DMA"
17201,"Rockford, IL DMA"
04007,"Phoenix, AZ DMA"
24045,"Salisbury, MD - DE DMA"
21043,"Charleston - Huntington, WV - KY - OH DMA"
37097,"Charlotte, NC - SC DMA"
51083,"Roanoke - Lynchburg, VA - WV DMA"
37091,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
36057,"Albany - Schenectady - Troy, NY - MA - VT DMA"
27113,"Fargo - Valley City, ND - MN DMA"
53073,"Seattle - Tacoma, WA DMA"
41021,"Portland, OR - WA DMA"
34029,"New York, NY - CT - NJ - PA DMA"
05009,"Springfield, MO - AR DMA"
40031,"Wichita Falls & Lawton, TX - OK DMA"
48253,"Abilene - Sweetwater, TX DMA"
48185,"Houston, TX DMA"
26049,"Flint - Saginaw - Bay City, MI DMA"
22007,"Baton Rouge, LA - MS DMA"
28013,"Columbus - Tupelo - West Point, MS - AL DMA"
28041,"Mobile, AL - Pensacola, FL - MS DMA"
30017,"Billings, MT - ID DMA"
46109,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
17141,"Rockford, IL DMA"
38077,"Fargo - Valley City, ND - MN DMA"
55005,"Minneapolis - St. Paul, MN - WI DMA"
55051,"Duluth - Superior, MN - MI - WI DMA"
27157,"Minneapolis - St. Paul, MN - WI DMA"
06015,"Eureka, CA DMA"
40127,"Sherman - Ada, OK - TX DMA"
53007,"Seattle - Tacoma, WA DMA"
26141,"Traverse City - Cadillac, MI DMA"
40027,"Oklahoma City, OK DMA"
36105,"New York, NY - CT - NJ - PA DMA"
37149,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
37165,"Florence - Myrtle Beach, SC - NC DMA"
37085,"Raleigh - Durham, NC - VA DMA"
37105,"Raleigh - Durham, NC - VA DMA"
18159,"Indianapolis, IN DMA"
20027,"Topeka, KS DMA"
40145,"Tulsa, OK - KS DMA"
30083,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
05003,"Monroe - El Dorado, LA - AR DMA"
05041,"Little Rock - Pine Bluff, AR DMA"
47135,"Nashville, TN - KY DMA"
27163,"Minneapolis - St. Paul, MN - WI DMA"
51740,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
42051,"Pittsburgh, PA - MD- WV DMA"
54023,"Washington, DC - MD - PA - VA - WV DMA"
51171,"Washington, DC - MD - PA - VA - WV DMA"
48235,"San Angelo, TX DMA"
29025,"Kansas City, MO - KS DMA"
12107,"Jacksonville, FL - Brunswick, GA DMA"
18025,"Louisville, KY - IN DMA"
29111,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
31075,"Rapid City, SD - MT - NE - WY DMA"
16071,"Salt Lake City, UT - ID - WY DMA"
17139,"Champaign - Springfield - Decatur, IL DMA"
21107,"Evansville, IN - IL - KY DMA"
16035,"Spokane, WA - ID - MT - OR DMA"
21013,"Knoxville, TN - KY DMA"
27035,"Minneapolis - St. Paul, MN - WI DMA"
04009,"Phoenix, AZ DMA"
05123,"Memphis, TN - AR- MS - MO DMA"
13101,"Tallahassee - Thomasville, FL - GA DMA"
02070,"Unmeasured, AK DMA"
20105,"Wichita - Hutchinson Plus, KS - NE DMA"
20183,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
12065,"Tallahassee - Thomasville, FL - GA DMA"
28005,"Baton Rouge, LA - MS DMA"
05097,"Little Rock - Pine Bluff, AR DMA"
26025,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
01029,"Atlanta, GA - AL - NC DMA"
08123,"Denver, CO - NE - NV - WY DMA"
40009,"Oklahoma City, OK DMA"
06049,"Medford - Klamath Falls, OR - CA DMA"
19153,"Des Moines - Ames, IA - MO DMA"
13179,"Savannah, GA - SC DMA"
48349,"Dallas - Ft. Worth, TX DMA"
48047,"Corpus Christi, TX DMA"
47187,"Nashville, TN - KY DMA"
56021,"Cheyenne - Scottsbluff - Sterling, WY - NE DMA"
53003,"Spokane, WA - ID - MT - OR DMA"
27155,"Minneapolis - St. Paul, MN - WI DMA"
17017,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
13247,"Atlanta, GA - AL - NC DMA"
42067,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
42083,"Buffalo, NY - PA DMA"
40049,"Oklahoma City, OK DMA"
31021,"Omaha, NE - IA - MO DMA"
35045,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
36073,"Buffalo, NY - PA DMA"
22031,"Shreveport, LA - AR - OK - TX DMA"
06019,"Fresno - Visalia, CA DMA"
13105,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
01005,"Columbus, GA - AL DMA"
37017,"Wilmington, NC DMA"
48111,"Amarillo, TX -NM - OK DMA"
17167,"Champaign - Springfield - Decatur, IL DMA"
40035,"Tulsa, OK - KS DMA"
47035,"Knoxville, TN - KY DMA"
26137,"Traverse City - Cadillac, MI DMA"
