FISCAL_DAY,UA_SPEND,CPI,PAID_INSTALL_TO_REG,ORGANIC_TO_PAID_REG,REG_TO_PU
2024-12-06,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-07,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-08,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-09,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-10,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-11,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-12,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-13,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-14,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-15,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-16,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-17,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-18,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-19,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-20,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-21,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-22,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-23,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-24,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-25,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-26,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-27,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-28,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-29,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-30,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-31,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
